,ANGOSTURA,CORANI,MIGUILLA,MISICUNI
1991-02-05 02:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 03:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 04:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 05:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 06:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 07:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 08:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 09:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 10:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 11:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 12:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 13:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 14:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 15:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 16:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 17:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 18:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 19:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 20:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 21:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 22:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-05 23:00:00+00:00,0.7414834316677367,1.3521843246621246,0.5645020235294119,0.9812133623906251
1991-02-06 00:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 01:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 02:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 03:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 04:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 05:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 06:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 07:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 08:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 09:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 10:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 11:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 12:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 13:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 14:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 15:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 16:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 17:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 18:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 19:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 20:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 21:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 22:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-06 23:00:00+00:00,0.7414834316677367,1.2903009859197425,0.5550936564705883,0.9538687790167499
1991-02-07 00:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 01:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 02:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 03:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 04:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 05:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 06:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 07:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 08:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 09:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 10:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 11:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 12:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 13:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 14:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 15:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 16:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 17:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 18:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 19:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 20:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 21:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 22:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-07 23:00:00+00:00,0.732931142951846,1.2752353965186696,0.5513303096470589,0.983973698882625
1991-02-08 00:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 01:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 02:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 03:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 04:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 05:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 06:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 07:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 08:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 09:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 10:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 11:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 12:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 13:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 14:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 15:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 16:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 17:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 18:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 19:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 20:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 21:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 22:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-08 23:00:00+00:00,0.7209579387495986,1.3334000138266096,0.5419219425882355,1.0703204747729997
1991-02-09 00:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 01:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 02:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 03:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 04:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 05:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 06:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 07:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 08:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 09:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 10:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 11:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 12:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 13:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 14:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 15:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 16:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 17:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 18:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 19:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 20:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 21:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 22:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-09 23:00:00+00:00,0.6944458437303372,1.3894668908381977,0.5268685552941177,1.138034979342375
1991-02-10 00:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 01:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 02:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 03:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 04:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 05:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 06:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 07:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 08:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 09:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 10:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 11:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 12:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 13:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 14:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 15:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 16:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 17:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 18:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 19:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 20:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 21:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 22:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-10 23:00:00+00:00,0.7201027098780096,1.4952120721406652,0.5381585957647061,1.2559531038600003
1991-02-11 00:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 01:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 02:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 03:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 04:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 05:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 06:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 07:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 08:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 09:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 10:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 11:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 12:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 13:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 14:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 15:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 16:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 17:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 18:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 19:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 20:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 21:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 22:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-11 23:00:00+00:00,0.7406282027961476,1.5980013466619098,0.5494486362352942,1.45486985231475
1991-02-12 00:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 01:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 02:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 03:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 04:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 05:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 06:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 07:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 08:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 09:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 10:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 11:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
1991-02-12 12:00:00+00:00,0.8860171109662922,1.649968094912447,0.6265972461176471,1.4296817818252499
