,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI
1997-08-29 15:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 16:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 17:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 18:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 19:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 20:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 21:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 22:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-29 23:00:00+00:00,0.30175915060687497,0.03191510492119567,0.06361403670409323,0.044317329
1997-08-30 00:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 01:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 02:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 03:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 04:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 05:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 06:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 07:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 08:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 09:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 10:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 11:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 12:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 13:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 14:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 15:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 16:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 17:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 18:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 19:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 20:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 21:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 22:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-30 23:00:00+00:00,0.2937297585975,0.0308855854076087,0.062441918774872096,0.04326215449999999
1997-08-31 00:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 01:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 02:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 03:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 04:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 05:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 06:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 07:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 08:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 09:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 10:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 11:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 12:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 13:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 14:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 15:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 16:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 17:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 18:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 19:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 20:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 21:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 22:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-08-31 23:00:00+00:00,0.286138333425,0.030199239065217393,0.0613763570210347,0.04220698
1997-09-01 00:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 01:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 02:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 03:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 04:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 05:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 06:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 07:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 08:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 09:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 10:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 11:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 12:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 13:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 14:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 15:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 16:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 17:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 18:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 19:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 20:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 21:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 22:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-01 23:00:00+00:00,0.278692897198125,0.029169719551630443,0.06031079526719729,0.0411518055
1997-09-02 00:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 01:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 02:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 03:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 04:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 05:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 06:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 07:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 08:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 09:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 10:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 11:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 12:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 13:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 14:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 15:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 16:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 17:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 18:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 19:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 20:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 21:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 22:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-02 23:00:00+00:00,0.27168542780812505,0.02848337320923914,0.05935178968874361,0.040096631
1997-09-03 00:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 01:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 02:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 03:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 04:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 05:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 06:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 07:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 08:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 09:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 10:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 11:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 12:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 13:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 14:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 15:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 16:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 17:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 18:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 19:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 20:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 21:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 22:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-03 23:00:00+00:00,0.26482394736375003,0.027797026866847832,0.05839278411028993,0.0390414565
1997-09-04 00:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 01:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 02:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 03:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 04:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 05:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 06:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 07:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 08:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 09:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 10:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 11:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 12:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 13:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 14:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 15:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 16:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 17:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 18:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 19:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 20:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 21:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 22:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-04 23:00:00+00:00,0.258254444810625,0.02745385369565218,0.05743377853183627,0.037986282
1997-09-05 00:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 01:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 02:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 03:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 04:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 05:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 06:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 07:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 08:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 09:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 10:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 11:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 12:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 13:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 14:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 15:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 16:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 17:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 18:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 19:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 20:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 21:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 22:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-05 23:00:00+00:00,0.25197692014875,0.026767507353260868,0.05647477295338261,0.03745869474999999
1997-09-06 00:00:00+00:00,0.24584538443250006,0.02608116101086957,0.05551576737492894,0.03640352025
1997-09-06 01:00:00+00:00,0.24584538443250006,0.02608116101086957,0.05551576737492894,0.03640352025
