,CHOJLLA,SISTEMA ZONGO,VALLE DE ZONGO - SANTA ROSA,VALLE DE ZONGO - TIQUIMANI
1989-08-28 13:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 14:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 15:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 16:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 17:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 18:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 19:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 20:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 21:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 22:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-28 23:00:00+00:00,0.17241294478312502,0.049760109823369564,0.08726950763928368,0.069641517
1989-08-29 00:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 01:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 02:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 03:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 04:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 05:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 06:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 07:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 08:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 09:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 10:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 11:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 12:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 13:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 14:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 15:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 16:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 17:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 18:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 19:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 20:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 21:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 22:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-29 23:00:00+00:00,0.17869046944500003,0.04873059030978261,0.08641705823621376,0.06805875525
1989-08-30 00:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 01:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 02:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 03:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 04:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 05:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 06:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 07:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 08:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 09:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 10:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 11:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 12:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 13:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 14:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 15:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 16:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 17:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 18:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 19:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 20:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 21:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 22:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-30 23:00:00+00:00,0.17679261315187497,0.04735789762500001,0.08481871560545766,0.06594840625
1989-08-31 00:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 01:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 02:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 03:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 04:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 05:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 06:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 07:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 08:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 09:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 10:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 11:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 12:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 13:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 14:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 15:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 16:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 17:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 18:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 19:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 20:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 21:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 22:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-08-31 23:00:00+00:00,0.17489475685874997,0.04598520494021739,0.08300726062393406,0.06383805725000001
1989-09-01 00:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 01:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 02:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 03:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 04:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 05:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 06:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 07:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 08:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 09:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 10:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 11:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 12:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 13:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 14:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 15:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 16:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 17:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 18:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 19:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 20:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 21:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 22:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-01 23:00:00+00:00,0.19883694394124998,0.05422136104891304,0.08993341202387722,0.075972564
1989-09-02 00:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 01:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 02:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 03:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 04:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 05:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 06:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 07:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 08:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 09:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 10:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 11:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 12:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 13:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 14:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 15:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 16:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 17:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 18:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 19:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 20:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 21:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 22:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-02 23:00:00+00:00,0.22058929683937495,0.06142799764402174,0.09579400166998295,0.08599672175
1989-09-03 00:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 01:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 02:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 03:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 04:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 05:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 06:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 07:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 08:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 09:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 10:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 11:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 12:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 13:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 14:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 15:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 16:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 17:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 18:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 19:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 20:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 21:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 22:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-03 23:00:00+00:00,0.21255990483,0.05696674641847828,0.0930235411100057,0.07966567474999998
1989-09-04 00:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 01:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 02:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 03:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 04:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 05:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 06:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 07:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 08:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 09:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 10:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 11:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 12:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 13:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 14:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 15:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 16:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 17:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 18:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 19:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
1989-09-04 20:00:00+00:00,0.20438452387499997,0.0531918415353261,0.09035963672541218,0.07438980225
